0.518 0.816 0.966 0.411   1.0
0.595 0.223 0.743 0.765   1.0
0.986 0.422 0.173 0.691   1.0
0.692 0.720 0.737 0.155   1.0
0.528 0.944 0.300 0.019   -1.0
0.393 0.894 0.152 0.866   1.0
0.814 0.384 0.407 0.780   1.0
0.456 0.375 0.018 0.198   -1.0
0.811 0.185 0.562 0.984   1.0
0.006 0.676 0.595 0.742   1.0
0.737 0.270 0.776 0.038   -1.0
0.242 0.431 0.184 0.395   -1.0
0.775 0.209 0.680 0.182   1.0*
0.475 0.638 0.363 0.493   -1.0
0.503 0.303 0.021 0.065   -1.0
0.896 0.071 0.963 0.491   1.0
0.795 0.228 0.083 0.570   -1.0
0.373 0.813 0.696 0.557   1.0
0.993 0.333 0.416 0.673   1.0
0.404 0.147 0.152 0.767   -1.0
0.989 0.270 0.943 0.009   1.0
0.230 0.905 0.405 0.193   -1.0
0.218 0.988 0.624 0.301   1.0
0.890 0.674 0.371 0.587   1.0
0.578 0.579 0.564 0.994   1.0
0.078 0.398 0.399 0.231   -1.0
0.040 0.219 0.435 0.983   -1.0
0.770 0.213 0.134 0.175   -1.0
0.530 0.393 0.395 0.155   -1.0
0.953 0.045 0.368 0.324   -1.0
0.599 0.903 0.211 0.163   -1.0
0.463 0.241 0.295 0.862   -1.0
0.460 0.902 0.691 0.895   1.0
0.920 0.664 0.098 0.054   -1.0
0.504 0.584 0.232 0.899   1.0
0.925 0.852 0.784 0.293   1.0
0.415 0.892 0.079 0.626   1.0
0.976 0.089 0.295 0.271   1.0*
0.767 0.731 0.853 0.458   1.0
0.737 0.378 0.290 0.835   1.0
0.129 0.339 0.016 0.361   -1.0
0.755 0.286 0.091 0.539   -1.0
0.267 0.954 0.471 0.346   1.0
0.526 0.322 0.668 0.821   1.0
0.619 0.588 0.323 0.472   1.0
0.949 0.209 0.425 0.239   -1.0
0.857 0.368 0.384 0.873   1.0
0.622 0.628 0.015 0.713   -1.0
0.595 0.980 0.121 0.066   -1.0
0.700 0.591 0.648 0.368   1.0
0.240 0.988 0.001 0.563   -1.0
0.048 0.512 0.669 0.473   -1.0
0.713 0.330 0.119 0.096   -1.0
0.848 0.719 0.832 0.863   1.0
0.999 0.458 0.411 0.119   -1.0
0.737 0.819 0.115 0.385   1.0
0.528 0.625 0.175 0.528   -1.0
0.635 0.576 0.701 0.303   1.0
0.452 0.016 0.379 0.571   -1.0
0.583 0.419 0.831 0.414   1.0
0.262 0.413 0.741 0.674   1.0
0.265 0.411 0.351 0.380   -1.0
0.539 0.907 0.421 0.714   1.0
0.610 0.349 0.012 0.311   -1.0
0.061 0.763 0.668 0.440   -1.0
0.780 0.023 0.753 0.611   1.0
0.036 0.873 0.850 0.777   1.0
0.382 0.042 0.957 0.733   1.0
0.753 0.272 0.329 0.174   1.0*
0.765 0.784 0.335 0.776   1.0
0.986 0.837 0.857 0.654   1.0
0.191 0.434 0.299 0.944   -1.0
0.736 0.981 0.917 0.586   1.0
0.464 0.968 0.800 0.421   1.0
0.221 0.175 0.974 0.550   -1.0
0.960 0.315 0.133 0.295   -1.0
0.228 0.281 0.928 0.085   -1.0
0.205 0.277 0.369 0.505   -1.0
0.413 0.241 0.202 0.330   -1.0
0.959 0.794 0.796 0.759   1.0
0.497 0.981 0.390 0.471   1.0
0.740 0.431 0.846 0.873   1.0
0.937 0.101 0.006 0.865   -1.0
0.941 0.070 0.463 0.310   -1.0
0.684 0.723 0.816 0.885   1.0
0.643 0.845 0.848 0.439   1.0
0.064 0.936 0.585 0.454   1.0
0.115 0.194 0.838 0.961   1.0
0.563 0.898 0.167 0.569   1.0
0.354 0.510 0.834 0.816   1.0
0.409 0.500 0.543 0.225   -1.0
0.596 0.868 0.231 0.444   1.0
0.835 0.507 0.243 0.419   -1.0*
0.650 0.535 0.155 0.488   -1.0
0.221 0.051 0.394 0.389   -1.0
0.157 0.742 0.130 0.991   1.0
0.950 0.400 0.059 0.493   -1.0
0.444 0.089 0.492 0.675   -1.0
0.799 0.510 0.041 0.043   -1.0
0.002 0.693 0.464 0.157   -1.0
0.960 0.379 0.231 0.354   -1.0
0.851 0.511 0.510 0.981   1.0
0.068 0.931 0.902 0.127   1.0
0.526 0.571 0.514 0.019   -1.0
0.048 0.818 0.756 0.088   -1.0
0.685 0.091 0.553 0.149   -1.0
0.734 0.109 0.627 0.965   1.0
0.395 0.816 0.975 0.904   1.0
0.477 0.973 0.728 0.379   1.0
0.153 0.905 0.671 0.667   1.0
0.917 0.715 0.742 0.673   1.0
0.603 0.358 0.894 0.156   1.0
0.142 0.889 0.616 0.769   1.0
0.080 0.163 0.670 0.054   -1.0
0.466 0.531 0.040 0.194   -1.0
0.140 0.347 0.815 0.811   1.0
0.739 0.728 0.729 0.481   1.0
0.532 0.083 0.760 0.426   -1.0
0.267 0.568 0.129 0.884   -1.0
0.983 0.964 0.500 0.652   1.0
0.568 0.119 0.549 0.609   -1.0
0.459 0.749 0.660 0.274   1.0
0.675 0.012 0.288 0.404   -1.0
0.690 0.936 0.577 0.450   1.0
0.816 0.717 0.930 0.945   1.0
0.267 0.927 0.565 0.768   1.0
0.582 0.336 0.698 0.131   -1.0
0.011 0.590 0.693 0.672   -1.0
0.253 0.347 0.876 0.541   1.0
0.369 0.231 0.687 0.946   1.0
0.049 0.761 0.398 0.979   1.0
1.000 0.247 0.633 0.564   1.0
0.213 0.147 0.350 0.911   -1.0
0.294 0.923 0.868 0.987   1.0
0.732 0.240 0.941 0.607   1.0
0.692 0.977 0.012 0.379   1.0
0.693 0.428 0.684 0.091   -1.0
0.390 0.091 0.654 0.023   -1.0
0.668 0.236 0.802 0.018   -1.0
0.080 0.312 0.070 0.948   -1.0
0.664 0.680 0.539 0.605   1.0
0.321 0.297 0.264 0.333   -1.0
0.186 0.026 0.104 0.870   -1.0
0.511 0.259 0.208 0.164   -1.0
0.863 0.832 0.518 0.666   1.0
0.666 0.746 0.162 0.736   1.0
0.461 0.400 0.374 0.001   -1.0
0.661 0.322 0.302 0.925   1.0
0.978 0.111 0.680 0.082   1.0*
0.797 0.593 0.240 0.005   -1.0
0.523 0.869 0.590 0.041   1.0
0.440 0.707 0.280 0.602   1.0
0.974 0.063 0.843 0.348   1.0
0.848 0.010 0.386 0.150   -1.0
0.040 0.129 0.047 0.720   -1.0
0.028 0.517 0.804 0.268   -1.0
0.561 0.791 0.391 0.151   -1.0
0.925 0.591 0.540 0.205   1.0
0.982 0.179 0.255 0.825   1.0
0.320 0.673 0.538 0.705   1.0
0.473 0.745 0.952 0.520   1.0
0.162 0.548 0.981 0.966   1.0
0.503 0.527 0.607 0.894   1.0
0.440 0.819 0.269 0.980   1.0
0.461 0.962 0.203 0.716   1.0
0.731 0.036 0.460 0.268   -1.0
0.283 0.741 0.486 0.234   -1.0
0.950 0.396 0.809 0.932   1.0
0.625 0.435 0.889 0.232   1.0
0.567 0.672 0.148 0.836   1.0
0.171 0.297 0.614 0.374   -1.0
0.401 0.105 0.049 0.860   -1.0
0.790 0.143 0.115 0.276   -1.0
0.376 0.226 0.773 0.185   -1.0
0.135 0.810 0.593 0.025   -1.0
0.922 0.592 0.714 0.070   1.0
0.366 0.242 0.725 0.979   1.0
0.738 0.380 0.721 0.788   1.0
0.094 0.578 0.383 0.209   -1.0
0.760 0.584 0.080 0.533   -1.0
0.239 0.668 0.579 0.832   1.0
0.620 0.754 0.285 0.334   -1.0
0.713 0.700 0.066 0.438   -1.0
0.682 0.177 0.060 0.403   1.0*
0.300 0.497 0.543 0.683   1.0
0.397 0.442 0.291 0.477   1.0*
0.060 0.716 0.643 0.638   1.0
0.336 0.259 0.302 0.621   -1.0
0.126 0.334 0.293 0.192   -1.0
0.973 0.874 0.949 0.032   1.0
0.914 0.332 0.775 0.456   1.0
0.481 0.853 0.457 0.772   1.0
0.431 0.832 0.046 0.074   -1.0
0.593 0.410 0.729 0.895   1.0
0.322 0.021 0.364 0.615   -1.0
0.137 0.588 0.088 0.086   -1.0
0.365 1.000 0.952 0.140   1.0
0.967 0.621 0.309 0.423   1.0
0.639 0.855 0.225 0.685   1.0
0.695 0.279 0.339 0.423   -1.0
0.369 0.745 0.195 0.733   1.0
0.408 0.870 0.948 0.496   -1.0*
0.567 0.861 0.955 0.520   1.0
0.411 0.486 0.623 0.721   1.0
0.016 0.360 0.764 0.241   -1.0
0.693 0.936 0.324 0.032   -1.0
0.498 0.401 0.104 0.693   -1.0
0.464 0.101 0.003 0.411   -1.0
0.959 0.979 0.459 0.914   1.0
0.461 0.325 0.985 0.084   -1.0
0.894 0.100 0.406 0.658   1.0
0.451 0.352 0.277 0.775   -1.0
0.636 0.273 0.784 0.740   -1.0*
0.917 0.203 0.067 0.921   1.0
0.665 0.880 0.594 0.124   1.0
0.092 0.585 0.119 0.076   -1.0
0.164 0.971 0.768 0.570   1.0
0.109 0.021 0.981 0.386   -1.0
0.364 0.022 0.069 0.148   -1.0
0.035 0.065 0.965 0.102   1.0*
0.579 0.767 0.866 0.173   1.0
0.659 0.265 0.476 0.777   1.0
0.144 0.942 0.312 0.912   1.0
0.941 0.022 0.533 0.921   1.0
0.329 0.285 0.429 0.398   -1.0
0.191 0.433 0.498 0.155   -1.0
0.484 0.735 0.302 0.350   -1.0
0.193 0.009 0.172 0.669   -1.0
0.513 0.813 0.728 0.825   1.0
0.240 0.766 0.747 0.773   1.0
0.155 0.101 0.973 0.584   -1.0
0.406 0.775 0.932 0.904   1.0
0.467 0.388 0.665 0.769   1.0
0.572 0.963 0.746 0.744   1.0
0.533 0.258 0.444 0.260   -1.0
0.169 0.500 0.849 0.916   1.0
0.536 0.071 0.374 0.509   -1.0
0.874 0.914 0.430 0.806   1.0
0.360 0.273 0.206 0.025   -1.0
0.944 0.597 0.005 0.690   1.0
0.637 0.223 0.599 0.081   -1.0
0.682 0.250 0.983 0.531   1.0
0.256 0.067 0.238 0.630   -1.0
0.893 0.504 0.490 0.323   1.0
0.308 0.683 0.583 0.514   1.0
0.626 0.458 0.306 0.631   1.0
0.647 0.268 0.371 0.246   -1.0
0.854 0.929 0.599 0.837   1.0
0.766 0.093 0.527 0.004   -1.0
0.103 0.897 0.228 0.594   -1.0
0.538 0.902 0.903 0.121   1.0
0.612 0.747 0.875 0.917   1.0
0.023 0.564 0.646 0.394   -1.0
0.996 0.248 0.739 0.595   1.0
0.199 0.361 0.179 0.726   -1.0
0.903 0.829 0.261 0.131   1.0
0.481 0.668 0.325 0.384   -1.0
0.742 0.996 0.536 0.617   1.0
0.914 0.640 0.477 0.561   1.0
0.288 0.556 0.282 0.027   -1.0
0.367 0.226 0.512 0.546   1.0*
0.877 0.449 0.781 0.138   1.0
0.204 0.619 0.248 0.529   -1.0
0.037 0.271 0.999 0.573   -1.0
0.913 0.488 0.528 0.390   1.0
0.562 0.678 0.605 0.844   1.0
0.756 0.211 0.930 0.268   1.0
0.882 0.145 0.207 0.663   -1.0
0.787 0.867 0.901 0.034   1.0
0.905 0.072 0.668 0.904   1.0
0.556 0.817 0.132 0.084   -1.0
0.181 0.646 0.884 0.785   1.0
0.589 0.541 0.701 0.520   1.0
0.459 0.402 0.954 0.666   1.0
0.236 0.452 0.932 0.138   -1.0
0.329 0.042 0.558 0.997   -1.0
0.203 0.553 0.763 0.335   -1.0
0.969 0.516 0.283 0.854   1.0
0.772 0.443 0.842 0.474   -1.0*
0.651 0.933 0.364 0.605   1.0
0.429 0.841 0.051 0.361   1.0*
0.538 0.690 0.021 0.096   -1.0
0.967 0.300 0.240 0.730   1.0
0.877 0.699 0.151 0.160   -1.0
0.452 0.932 0.996 0.295   1.0
0.958 0.946 0.338 0.321   1.0
0.937 0.750 0.392 0.988   1.0
0.371 0.526 0.801 0.392   1.0
0.489 0.360 0.922 0.729   1.0
0.557 0.606 0.789 0.708   1.0
0.342 0.160 0.697 0.338   -1.0
0.103 0.296 0.400 0.442   -1.0
0.952 0.379 0.367 0.344   1.0
0.479 0.715 0.893 0.280   1.0
0.515 0.769 0.467 0.437   1.0
0.557 0.993 0.103 0.347   1.0
0.868 0.689 0.861 0.565   1.0
0.315 0.668 0.322 0.716   1.0
0.940 0.667 0.489 0.307   1.0
0.855 0.786 0.727 0.748   1.0
0.834 0.262 0.835 0.302   1.0
0.332 0.859 0.692 0.435   1.0
0.393 0.303 0.895 0.254   -1.0
0.922 0.569 0.536 0.244   1.0
0.646 0.184 0.952 0.135   -1.0
0.963 0.990 0.276 0.690   1.0
0.342 0.524 0.000 0.176   -1.0
0.699 0.508 0.685 0.392   1.0
0.891 0.785 0.246 0.786   1.0
0.114 0.707 0.608 0.650   -1.0*
0.893 0.297 0.135 0.846   1.0
0.626 0.809 0.422 0.902   1.0
0.160 0.244 0.024 0.160   -1.0
0.850 0.860 0.928 0.535   1.0
0.871 0.426 0.037 0.117   -1.0
0.076 0.230 0.918 0.684   -1.0
0.870 0.578 0.177 0.005   -1.0
0.608 0.631 0.233 0.030   -1.0
0.732 0.190 0.776 0.755   1.0
0.196 0.605 0.210 0.124   -1.0
0.462 0.995 0.565 0.499   1.0
0.776 0.575 0.341 0.695   1.0
0.222 0.565 0.837 0.398   1.0
0.260 0.007 0.200 0.493   -1.0
0.732 0.224 0.227 0.508   1.0*
0.578 0.704 0.585 0.789   1.0
0.724 0.251 0.822 0.290   1.0
0.933 0.066 0.324 0.275   -1.0
0.583 0.496 0.326 0.420   -1.0
0.895 0.680 0.901 0.096   1.0
0.939 0.828 0.397 0.166   1.0
0.376 0.744 0.040 0.961   1.0
0.867 0.685 0.783 0.689   -1.0*
0.533 0.622 0.041 0.857   1.0
0.802 0.440 0.393 0.127   -1.0
0.288 0.023 0.539 0.189   -1.0
0.712 0.128 0.946 0.109   -1.0
0.283 0.485 0.038 0.323   -1.0
0.571 0.190 0.131 0.354   -1.0
0.106 0.887 0.501 0.147   -1.0
0.398 0.949 0.184 0.791   1.0
0.043 0.079 0.099 0.583   -1.0
0.217 0.295 0.396 0.164   -1.0
0.690 0.446 0.888 0.728   1.0
0.334 0.299 0.959 0.466   1.0
0.838 0.572 0.540 0.339   1.0
0.284 0.737 0.668 0.467   1.0
0.744 0.511 0.608 0.844   1.0
0.876 0.061 0.388 0.272   -1.0
0.791 0.962 0.671 0.680   1.0
0.440 0.014 0.990 0.399   -1.0
0.643 0.237 0.052 0.182   -1.0
0.771 0.466 0.313 0.439   -1.0
0.842 0.184 0.444 0.450   -1.0
0.538 0.326 0.088 0.926   -1.0
0.313 0.717 0.560 0.984   1.0
0.251 0.424 0.411 0.241   -1.0
0.890 0.883 0.060 0.942   1.0
0.636 0.713 0.532 0.949   1.0
0.465 0.791 0.335 0.909   1.0
0.362 0.447 0.567 0.450   -1.0
0.165 0.763 0.090 0.725   -1.0
0.486 0.976 0.172 0.897   1.0
0.995 0.787 0.100 0.055   -1.0
0.165 0.691 0.442 0.697   -1.0
0.594 0.162 0.431 0.929   1.0
0.672 0.291 0.518 0.239   -1.0
0.890 0.403 0.505 0.980   1.0
0.252 0.466 0.104 0.424   -1.0
0.320 0.419 0.151 0.420   -1.0
0.879 0.585 0.165 0.321   -1.0
0.805 0.915 0.445 0.236   1.0
0.516 0.909 0.135 0.034   -1.0
0.877 0.924 0.551 0.382   1.0
0.679 0.635 0.371 0.783   1.0
0.734 0.104 0.477 0.885   1.0
0.951 0.764 0.109 0.116   -1.0
0.391 0.921 0.000 0.836   1.0
0.844 0.352 0.066 0.979   1.0
0.214 0.856 0.310 0.765   1.0
0.215 0.445 0.873 0.586   1.0
0.931 0.320 0.332 0.409   -1.0
0.855 0.360 0.969 0.964   1.0
0.054 0.355 0.397 0.054   -1.0
0.555 0.898 0.543 0.621   1.0
0.929 0.835 0.733 0.239   1.0
0.972 0.454 0.045 0.844   1.0
0.273 0.776 0.360 0.605   1.0
0.564 0.460 0.545 0.533   1.0
0.021 0.587 0.778 0.418   -1.0
0.969 0.973 0.540 0.512   1.0
0.417 0.441 0.429 0.151   -1.0
0.030 0.122 0.134 0.075   1.0*
0.174 0.348 0.742 0.534   1.0*
0.927 0.098 0.413 0.472   -1.0
0.836 0.492 0.218 0.615   1.0
0.860 0.584 0.883 0.399   1.0
0.477 0.817 0.537 0.906   -1.0*
0.217 0.936 0.089 0.352   -1.0
0.056 0.526 0.360 0.798   -1.0
0.313 0.725 0.157 0.725   -1.0
0.788 0.562 0.690 0.005   1.0
0.600 0.865 0.760 0.483   1.0
0.856 0.960 0.081 0.393   1.0
0.048 0.611 0.803 0.137   1.0*
0.815 0.193 0.488 0.175   1.0*
0.547 0.487 0.717 0.704   1.0
0.914 0.491 0.774 0.603   1.0
0.951 0.204 0.362 0.711   1.0
0.626 0.567 0.647 0.707   -1.0*
0.514 0.755 0.571 0.317   1.0
0.533 0.131 0.085 0.021   -1.0
0.076 0.568 0.793 0.793   1.0
0.006 0.707 0.763 0.781   1.0
0.260 0.731 0.514 0.622   1.0
0.201 0.248 0.009 0.847   1.0*
0.969 0.361 0.710 0.540   1.0
0.602 0.074 0.809 0.687   1.0
0.115 0.763 0.663 0.908   1.0
0.935 0.914 0.263 0.699   1.0
0.573 0.959 0.426 0.087   1.0
0.868 0.287 0.828 0.877   1.0
0.783 0.847 0.496 0.493   1.0
0.174 0.094 0.461 0.982   -1.0
0.556 0.097 0.544 0.219   -1.0
0.100 0.154 0.920 0.363   -1.0
0.615 0.936 0.812 0.041   1.0
0.392 0.909 0.310 0.220   -1.0
0.445 0.003 0.633 0.941   1.0
0.020 0.115 0.590 0.481   -1.0
0.371 0.037 0.194 0.915   -1.0
0.200 0.015 0.411 0.119   -1.0
0.264 0.734 0.314 0.075   -1.0
0.337 0.467 0.684 0.647   1.0
0.471 0.092 0.690 0.104   -1.0
0.186 0.124 0.147 0.776   -1.0
0.244 0.148 0.643 0.439   -1.0
0.899 0.638 0.078 0.309   -1.0
0.456 0.573 0.492 0.769   1.0
0.267 0.106 0.115 0.951   -1.0
0.802 0.422 0.845 0.493   1.0
0.878 0.679 0.651 0.025   1.0
0.256 0.270 0.603 0.899   1.0
0.665 0.798 0.347 0.743   1.0
0.105 0.199 0.680 0.597   1.0*
0.328 0.864 0.075 0.443   -1.0
0.827 0.245 0.237 0.672   -1.0
0.764 0.550 0.417 0.415   1.0
0.872 0.671 0.844 0.474   1.0
0.553 0.140 0.368 0.899   -1.0
0.475 0.004 0.082 0.155   -1.0
0.051 0.483 0.464 0.126   -1.0
0.279 0.953 0.171 0.516   -1.0
0.908 0.280 0.175 0.325   -1.0
0.750 0.197 0.366 0.594   -1.0
0.937 0.147 0.811 0.305   1.0
0.694 0.780 0.050 0.776   1.0
0.651 0.827 0.417 0.115   -1.0*
0.343 0.394 0.906 0.514   1.0
0.531 0.422 0.191 0.705   -1.0
0.886 0.455 0.944 0.252   1.0
0.615 0.189 0.195 0.426   -1.0
0.241 0.120 0.273 0.291   -1.0
0.208 0.942 0.724 0.625   1.0
0.677 0.968 0.450 0.582   1.0
0.361 0.113 0.904 0.551   -1.0
0.651 0.437 0.273 0.595   -1.0
0.322 0.210 0.879 0.518   -1.0
0.372 0.759 0.756 0.646   1.0
0.652 0.854 0.992 0.376   1.0
0.049 0.052 0.447 0.499   -1.0
0.929 0.860 0.748 0.833   1.0
0.566 0.484 0.848 0.840   1.0
0.538 0.162 0.289 0.416   -1.0
0.925 0.789 0.438 0.681   1.0
0.489 0.333 0.288 0.481   -1.0
0.768 0.529 0.761 0.215   1.0
0.396 0.144 0.888 0.144   1.0*
0.299 0.710 0.462 0.148   -1.0
0.541 0.686 0.711 0.831   1.0
0.391 0.756 0.891 0.829   1.0
0.325 0.318 0.770 0.614   1.0
0.479 0.381 0.328 0.241   -1.0
0.356 0.637 0.741 0.244   -1.0
0.718 0.543 0.490 0.180   -1.0
0.039 0.722 0.376 0.751   -1.0
0.478 0.142 0.309 0.369   1.0*
0.746 0.695 0.289 0.516   1.0
0.087 0.995 0.690 0.415   1.0
0.286 0.771 0.872 0.027   -1.0
0.653 0.745 0.558 0.143   1.0
0.249 0.182 0.648 0.625   -1.0
0.200 0.103 0.075 0.509   -1.0
0.045 0.255 0.167 0.334   -1.0
0.475 0.421 0.766 0.165   -1.0
0.002 0.451 0.606 0.875   -1.0
0.621 0.528 0.224 0.179   -1.0
0.149 0.427 0.853 0.797   1.0
0.786 0.997 0.155 0.861   1.0
0.628 0.906 0.761 0.795   1.0
0.533 0.270 0.661 0.299   -1.0
0.497 0.301 0.886 0.103   -1.0
0.365 0.724 0.704 0.588   1.0
0.374 0.738 0.330 0.227   -1.0
0.382 0.013 0.532 0.537   -1.0
0.038 0.165 0.780 0.800   1.0*
0.020 0.332 0.229 0.681   -1.0
0.665 0.178 0.933 0.551   1.0
0.109 0.916 0.005 0.813   -1.0
0.908 0.187 0.242 0.238   -1.0
0.776 0.619 0.427 0.308   1.0
0.301 0.346 0.321 0.080   -1.0
0.281 0.100 0.478 0.510   -1.0
0.110 0.175 0.959 0.042   -1.0
0.240 0.151 0.642 0.245   1.0*
0.146 0.153 0.151 0.388   -1.0
0.565 0.164 0.010 0.993   -1.0
0.166 0.293 0.819 0.487   -1.0
0.965 0.768 0.474 0.444   1.0
0.254 0.553 0.453 0.213   -1.0
0.179 0.453 0.747 0.820   1.0
0.711 0.966 0.850 0.863   1.0
0.240 0.428 0.519 0.250   -1.0
0.991 0.416 0.714 0.811   1.0
0.088 0.776 0.671 0.561   1.0
0.949 0.816 0.773 0.401   1.0
0.368 0.580 0.482 0.116   -1.0
0.179 0.827 0.367 0.029   -1.0
0.721 0.269 0.118 0.240   -1.0
0.539 0.231 0.935 0.253   -1.0
0.838 0.341 0.817 0.508   1.0
0.037 0.457 0.718 0.809   1.0
0.747 0.178 0.439 0.229   -1.0
0.839 0.408 0.120 0.206   -1.0
0.810 0.927 0.706 0.929   1.0
0.225 0.468 0.397 0.159   -1.0
0.439 0.997 0.062 0.256   -1.0
0.964 0.293 0.963 0.683   1.0
0.822 0.430 0.280 0.260   -1.0
0.574 0.099 0.066 0.694   -1.0
0.502 0.504 0.231 0.208   -1.0
0.398 0.433 0.901 0.795   1.0
0.622 0.234 0.589 0.684   1.0
0.095 0.648 0.784 0.057   -1.0
0.886 0.879 0.760 0.167   1.0
0.418 0.740 0.238 0.484   -1.0
0.543 0.986 0.939 0.775   1.0
0.372 0.172 0.627 0.273   1.0*
0.219 0.895 0.201 0.808   1.0
0.692 0.903 0.226 0.476   -1.0*
0.557 0.362 0.839 0.317   1.0
0.979 0.736 0.269 0.217   1.0
0.704 0.760 0.206 0.643   1.0
0.401 0.015 0.707 0.028   -1.0
0.674 0.247 0.182 0.876   -1.0
0.760 0.567 0.959 0.987   1.0
0.919 0.544 0.405 0.759   1.0
0.933 0.737 0.597 0.202   -1.0*
0.816 0.906 0.714 0.022   1.0
0.249 0.423 0.563 0.956   1.0
0.850 0.630 0.698 0.032   1.0
0.754 0.793 0.073 0.713   1.0
0.116 0.632 0.323 0.521   -1.0
0.184 0.454 0.128 0.781   -1.0
0.082 0.597 0.562 0.796   1.0
0.110 0.045 0.043 0.673   -1.0
0.494 0.524 0.631 0.192   -1.0
0.137 0.946 0.349 0.210   -1.0
0.128 0.326 0.291 0.451   -1.0
0.681 0.635 0.300 0.809   1.0
0.956 0.891 0.013 0.518   1.0
0.633 0.629 0.731 0.675   1.0
0.732 0.169 0.826 0.363   1.0
0.382 0.500 0.307 0.731   -1.0
0.965 0.859 0.036 0.256   1.0
0.882 0.937 0.946 0.182   1.0
0.362 0.139 0.636 0.375   -1.0
0.323 0.007 0.286 0.055   -1.0
0.588 0.787 0.851 0.414   1.0
0.212 0.796 0.651 0.518   1.0
0.361 0.483 0.386 0.396   -1.0
0.696 0.279 0.676 0.642   1.0
0.422 0.003 0.599 0.058   -1.0
0.257 0.381 0.385 0.543   -1.0
